"PassengerId","Name","Sex","Age","SibSp","Parch","Salary","Job"
696,"Chapman, Mr. Charles Henry","male",52.0,0,0,1342.37,"breechesmaker"
697,"Kelly, Mr. James","male",44.0,0,0,45.3,"wheelwright"
698,"Mullens, Miss. Katherine Katie","female",,0,0,146.13,"barber"
699,"Thayer, Mr. John Borland","male",49.0,1,1,3694.98,"farrier"
700,"Humblen, Mr. Adolf Mathias Nicolai Olsen","male",42.0,0,0,210.05,"shoemaker"
701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)","female",18.0,1,0,4840.92,"apothecary"
702,"Silverthorne, Mr. Spencer Victor","male",35.0,0,0,3874.75,"pharmacist"
703,"Barbara, Miss. Saiide","female",18.0,0,1,114.57,"blacksmith"
705,"Hansen, Mr. Henrik Juul","male",26.0,1,0,165.31,"blacksmith"
706,"Morley, Mr. Henry Samuel (Mr Henry Marshall)","male",39.0,0,0,1084.3,"bookbinder"
707,"Kelly, Mrs. Florence Fannie","female",45.0,0,0,856.98,"silversmith"
708,"Calderhead, Mr. Edward Pennington","male",42.0,0,0,2141.41,"apothecary"
709,"Cleaver, Miss. Alice","female",22.0,0,0,3016.64,"surgeon"
710,"Moubarek, Master. Halim Gonios (William George)","male",,1,1,16.23,"blacksmith"
711,"Mayne, Mlle. Berthe Antonine (Mrs de Villiers)","female",24.0,0,0,2359.6,"farrier"
712,"Klaber, Mr. Herman","male",,0,0,4098.02,"pharmacist"
713,"Taylor, Mr. Elmer Zebley","male",48.0,1,0,3329.95,"music teacher"
714,"Larsson, Mr. August Viktor","male",29.0,0,0,165.39,"wigmaker"
715,"Greenberg, Mr. Samuel","male",52.0,0,0,401.64,"shopkeeper"
716,"Soholt, Mr. Peter Andreas Lauritz Andersen","male",19.0,0,0,36.24,"wigmaker"
717,"Endres, Miss. Caroline Louise","female",38.0,0,0,4034.12,"farrier"
718,"Troutt, Miss. Edwina Celia Winnie","female",27.0,0,0,1969.25,"carpenter-joiner"
719,"McEvoy, Mr. Michael","male",,0,0,35.71,"blacksmith"
720,"Johnson, Mr. Malkolm Joackim","male",33.0,0,0,215.53,"wheelwright"
721,"Harper, Miss. Annie Jessie Nina","female",6.0,0,1,1641.3,"breechesmaker"
722,"Jensen, Mr. Svend Lauritz","male",17.0,1,0,37.9,"wheelwright"
723,"Gillespie, Mr. William Henry","male",34.0,0,0,769.69,"silversmith"
724,"Hodges, Mr. Henry Price","male",50.0,0,0,1156.72,"breechesmaker"
725,"Chambers, Mr. Norman Campbell","male",27.0,1,0,3897.61,"surgeon"
726,"Oreskovic, Mr. Luka","male",20.0,0,0,382.7,"blacksmith"
727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)","female",30.0,3,0,1729.21,"carpenter-joiner"
728,"Mannion, Miss. Margareth","female",,0,0,327.26,"wheelwright"
729,"Bryhl, Mr. Kurt Arnold Gottfrid","male",25.0,1,0,1695.14,"cutler"
730,"Ilmakangas, Miss. Pieta Sofia","female",25.0,1,0,193.62,"weaver"
731,"Allen, Miss. Elisabeth Walton","female",29.0,0,0,2355.88,"dentist"
732,"Hassan, Mr. Houssein G N","male",11.0,0,0,163.06,"wheelwright"
733,"Knight, Mr. Robert J","male",,0,0,961.01,"shopkeeper"
734,"Berriman, Mr. William John","male",23.0,0,0,477.14,"coachmaker"
735,"Troupiansky, Mr. Moses Aaron","male",23.0,0,0,707.18,"silversmith"
736,"Williams, Mr. Leslie","male",28.5,0,0,382.58,"blacksmith"
737,"Ford, Mrs. Edward (Margaret Ann Watson)","female",48.0,1,3,185.4,"wigmaker"
738,"Lesurer, Mr. Gustave J","male",35.0,0,0,4465.21,"pharmacist"
739,"Ivanoff, Mr. Kanio","male",,0,0,261.75,"shoemaker"
741,"Hawksford, Mr. Walter James","male",,0,0,3520.98,"dentist"
742,"Cavendish, Mr. Tyrell William","male",36.0,1,0,2084.44,"pharmacist"
743,"Ryerson, Miss. Susan Parker Suzette","female",21.0,2,2,2593.29,"music teacher"
744,"McNamee, Mr. Neal","male",24.0,1,0,287.75,"weaver"
745,"Stranden, Mr. Juho","male",31.0,0,0,369.73,"shoemaker"
746,"Crosby, Capt. Edward Gifford","male",70.0,1,1,2409.13,"pharmacist"
747,"Abbott, Mr. Rossmore Edward","male",16.0,1,1,186.58,"weaver"
748,"Sinkkonen, Miss. Anna","female",30.0,0,0,868.69,"shopkeeper"
749,"Marvin, Mr. Daniel Warner","male",19.0,1,0,4243.64,"pharmacist"
750,"Connaghton, Mr. Michael","male",31.0,0,0,78.6,"barber"
751,"Wells, Miss. Joan","female",4.0,1,1,1950.39,"cabinetmaker"
752,"Moor, Master. Meier","male",6.0,0,1,250.26,"wheelwright"
753,"Vande Velde, Mr. Johannes Joseph","male",33.0,0,0,291.95,"weaver"
754,"Jonkoff, Mr. Lalio","male",23.0,0,0,86.56,"barber"
755,"Herman, Mrs. Samuel (Jane Laver)","female",48.0,1,2,1877.37,"breechesmaker"
756,"Hamalainen, Master. Viljo","male",0.67,1,1,618.17,"breechesmaker"
757,"Carlsson, Mr. August Sigfrid","male",28.0,0,0,387.12,"wheelwright"
758,"Bailey, Mr. Percy Andrew","male",18.0,0,0,1186.68,"carpenter-joiner"
759,"Theobald, Mr. Thomas Leonard","male",34.0,0,0,189.63,"barber"
760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)","female",33.0,0,0,4803.91,"pharmacist"
761,"Garfirth, Mr. John","male",,0,0,273.93,"barber"
762,"Nirva, Mr. Iisakki Antino Aijo","male",41.0,0,0,391.86,"barber"
763,"Barah, Mr. Hanna Assi","male",20.0,0,0,95.82,"shoemaker"
764,"Carter, Mrs. William Ernest (Lucile Polk)","female",36.0,1,2,3313.22,"dentist"
765,"Eklund, Mr. Hans Linus","male",16.0,0,0,234.05,"blacksmith"
766,"Hogeboom, Mrs. John C (Anna Andrews)","female",51.0,1,0,3483.71,"doctor"
767,"Brewe, Dr. Arthur Jackson","male",,0,0,2971.57,"pharmacist"
768,"Mangan, Miss. Mary","female",30.5,0,0,294.21,"shoemaker"
769,"Moran, Mr. Daniel J","male",,1,0,291.73,"wheelwright"
770,"Gronnestad, Mr. Daniel Danielsen","male",32.0,0,0,301.89,"barber"
771,"Lievens, Mr. Rene Aime","male",24.0,0,0,360.36,"wigmaker"
772,"Jensen, Mr. Niels Peder","male",48.0,0,0,245.52,"weaver"
773,"Mack, Mrs. (Mary)","female",57.0,0,0,1616.23,"carpenter-joiner"
774,"Elias, Mr. Dibo","male",,0,0,217.27,"blacksmith"
775,"Hocking, Mrs. Elizabeth (Eliza Needs)","female",54.0,1,3,1962.0,"coachmaker"
776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm","male",18.0,0,0,145.82,"shoemaker"
777,"Tobin, Mr. Roger","male",,0,0,267.79,"wheelwright"
778,"Emanuel, Miss. Virginia Ethel","female",5.0,0,0,113.73,"wheelwright"
779,"Kilgannon, Mr. Thomas J","male",,0,0,364.6,"shoemaker"
780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)","female",43.0,0,1,2685.34,"music teacher"
781,"Ayoub, Miss. Banoura","female",13.0,0,0,384.67,"barber"
782,"Dick, Mrs. Albert Adrian (Vera Gillespie)","female",17.0,1,0,2643.53,"farrier"
783,"Long, Mr. Milton Clyde","male",29.0,0,0,4955.49,"music teacher"
784,"Johnston, Mr. Andrew G","male",,1,2,283.7,"wigmaker"
785,"Ali, Mr. William","male",25.0,0,0,193.57,"barber"
786,"Harmer, Mr. Abraham (David Lishin)","male",25.0,0,0,370.5,"wheelwright"
787,"Sjoblom, Miss. Anna Sofia","female",18.0,0,0,220.58,"wigmaker"
788,"Rice, Master. George Hugh","male",8.0,4,1,11.33,"wigmaker"
789,"Dean, Master. Bertram Vere","male",1.0,1,2,188.33,"weaver"
790,"Guggenheim, Mr. Benjamin","male",46.0,0,0,4546.88,"doctor"
791,"Keane, Mr. Andrew Andy","male",,0,0,362.01,"shoemaker"
792,"Gaskell, Mr. Alfred","male",16.0,0,0,646.71,"cabinetmaker"
793,"Sage, Miss. Stella Anna","female",,8,2,326.9,"blacksmith"
794,"Hoyt, Mr. William Fisher","male",,0,0,4137.4,"surgeon"
795,"Dantcheff, Mr. Ristiu","male",25.0,0,0,128.7,"weaver"
796,"Otter, Mr. Richard","male",39.0,0,0,719.34,"coachmaker"
797,"Leader, Dr. Alice (Farnham)","female",49.0,0,0,2491.55,"dentist"
798,"Osman, Mrs. Mara","female",31.0,0,0,360.7,"shoemaker"
799,"Ibrahim Shawah, Mr. Yousseff","male",30.0,0,0,336.7,"shoemaker"
801,"Ponesell, Mr. Martin","male",34.0,0,0,712.15,"carpenter-joiner"
802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)","female",31.0,1,1,502.84,"shopkeeper"
803,"Carter, Master. William Thornton II","male",11.0,1,2,3806.19,"hatter"
804,"Thomas, Master. Assad Alexander","male",0.42,0,1,218.31,"blacksmith"
805,"Hedman, Mr. Oskar Arvid","male",27.0,0,0,330.31,"shoemaker"
806,"Johansson, Mr. Karl Johan","male",31.0,0,0,129.11,"shoemaker"
807,"Andrews, Mr. Thomas Jr","male",39.0,0,0,3840.78,"music teacher"
808,"Pettersson, Miss. Ellen Natalia","female",18.0,0,0,298.54,"wheelwright"
809,"Meyer, Mr. August","male",39.0,0,0,1209.48,"cabinetmaker"
810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)","female",33.0,1,0,2398.69,"pharmacist"
811,"Alexander, Mr. William","male",26.0,0,0,256.64,"barber"
812,"Lester, Mr. James","male",39.0,0,0,176.82,"barber"
813,"Slemen, Mr. Richard James","male",35.0,0,0,466.8,"breechesmaker"
814,"Andersson, Miss. Ebba Iris Alfrida","female",6.0,4,2,140.45,"barber"
815,"Tomlin, Mr. Ernest Portage","male",30.5,0,0,70.19,"blacksmith"
816,"Fry, Mr. Richard","male",,0,0,3407.78,"music teacher"
817,"Heininen, Miss. Wendla Maria","female",23.0,0,0,324.52,"barber"
818,"Mallet, Mr. Albert","male",31.0,1,1,607.4,"bookbinder"
819,"Holm, Mr. John Fredrik Alexander","male",43.0,0,0,151.99,"blacksmith"
820,"Skoog, Master. Karl Thorsten","male",10.0,3,2,192.32,"weaver"
821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)","female",52.0,1,1,4166.79,"farrier"
822,"Lulic, Mr. Nikola","male",27.0,0,0,397.48,"wigmaker"
823,"Reuchlin, Jonkheer. John George","male",38.0,0,0,3953.57,"apothecary"
824,"Moor, Mrs. (Beila)","female",27.0,0,1,9.15,"blacksmith"
825,"Panula, Master. Urho Abraham","male",2.0,4,1,369.05,"wheelwright"
826,"Flynn, Mr. John","male",,0,0,94.45,"wheelwright"
827,"Lam, Mr. Len","male",,0,0,256.88,"barber"
828,"Mallet, Master. Andre","male",1.0,0,2,868.97,"cabinetmaker"
829,"McCormack, Mr. Thomas Joseph","male",,0,0,49.97,"wigmaker"
830,"Stone, Mrs. George Nelson (Martha Evelyn)","female",62.0,0,0,3157.42,"dentist"
831,"Yasbeck, Mrs. Antoni (Selini Alexander)","female",15.0,1,0,178.02,"wigmaker"
832,"Richards, Master. George Sibley","male",0.83,1,1,717.96,"cabinetmaker"
833,"Saad, Mr. Amin","male",,0,0,65.13,"shoemaker"
834,"Augustsson, Mr. Albert","male",23.0,0,0,46.54,"shoemaker"
835,"Allum, Mr. Owen George","male",18.0,0,0,228.62,"blacksmith"
836,"Compton, Miss. Sara Rebecca","female",39.0,1,1,4189.54,"doctor"
837,"Pasic, Mr. Jakob","male",21.0,0,0,30.99,"wheelwright"
838,"Sirota, Mr. Maurice","male",,0,0,14.0,"barber"
839,"Chip, Mr. Chang","male",32.0,0,0,83.38,"weaver"
840,"Marechal, Mr. Pierre","male",,0,0,2312.05,"hatter"
841,"Alhomaki, Mr. Ilmari Rudolf","male",20.0,0,0,34.19,"wheelwright"
842,"Mudd, Mr. Thomas Charles","male",16.0,0,0,674.34,"carpenter-joiner"
843,"Serepeca, Miss. Augusta","female",30.0,0,0,2653.78,"goldsmith"
844,"Lemberopolous, Mr. Peter L","male",34.5,0,0,227.84,"blacksmith"
845,"Culumovic, Mr. Jeso","male",17.0,0,0,16.34,"blacksmith"
846,"Abbing, Mr. Anthony","male",42.0,0,0,47.97,"wigmaker"
847,"Sage, Mr. Douglas Bullen","male",,8,2,180.26,"barber"
848,"Markoff, Mr. Marin","male",35.0,0,0,73.72,"weaver"
849,"Harper, Rev. John","male",28.0,0,1,1635.9,"breechesmaker"
850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)","female",,1,0,4268.14,"hatter"
851,"Andersson, Master. Sigvard Harald Elias","male",4.0,4,2,339.49,"blacksmith"
852,"Svensson, Mr. Johan","male",74.0,0,0,331.05,"wheelwright"
853,"Boulos, Miss. Nourelain","female",9.0,1,1,275.69,"barber"
854,"Lines, Miss. Mary Conover","female",16.0,0,1,4351.27,"farrier"
855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)","female",44.0,1,0,613.24,"hatter"
856,"Aks, Mrs. Sam (Leah Rosen)","female",18.0,0,1,83.25,"wheelwright"
857,"Wick, Mrs. George Dennick (Mary Hitchcock)","female",45.0,1,1,4349.79,"music teacher"
858,"Daly, Mr. Peter Denis ","male",51.0,0,0,4825.21,"music teacher"
859,"Baclini, Mrs. Solomon (Latifa Qurban)","female",24.0,0,3,43.95,"barber"
860,"Razi, Mr. Raihed","male",,0,0,248.78,"barber"
861,"Hansen, Mr. Claus Peter","male",41.0,2,0,108.46,"wheelwright"
862,"Giles, Mr. Frederick Edward","male",21.0,1,0,871.96,"cabinetmaker"
863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)","female",48.0,0,0,4444.25,"goldsmith"
864,"Sage, Miss. Dorothy Edith Dolly","female",,8,2,332.37,"barber"
865,"Gill, Mr. John William","male",24.0,0,0,594.44,"shopkeeper"
866,"Bystrom, Mrs. (Karolina)","female",42.0,0,0,1227.51,"carpenter-joiner"
867,"Duran y More, Miss. Asuncion","female",27.0,1,0,1259.14,"carpenter-joiner"
868,"Roebling, Mr. Washington Augustus II","male",31.0,0,0,4447.86,"apothecary"
869,"van Melkebeke, Mr. Philemon","male",,0,0,18.71,"wigmaker"
870,"Johnson, Master. Harold Theodor","male",4.0,1,1,205.19,"weaver"
871,"Balkic, Mr. Cerin","male",26.0,0,0,283.29,"wheelwright"
872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)","female",47.0,1,1,3147.0,"farrier"
873,"Carlsson, Mr. Frans Olof","male",33.0,0,0,3831.18,"goldsmith"
874,"Vander Cruyssen, Mr. Victor","male",47.0,0,0,316.63,"wigmaker"
876,"Najib, Miss. Adele Kiamie Jane","female",15.0,0,0,8.87,"wigmaker"
877,"Gustafsson, Mr. Alfred Ossian","male",20.0,0,0,393.28,"blacksmith"
878,"Petroff, Mr. Nedelio","male",19.0,0,0,190.59,"wigmaker"
879,"Laleff, Mr. Kristo","male",,0,0,248.57,"wigmaker"
880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)","female",56.0,0,1,2422.99,"pharmacist"
881,"Shelley, Mrs. William (Imanita Parrish Hall)","female",25.0,0,1,840.66,"shopkeeper"
882,"Markun, Mr. Johann","male",33.0,0,0,219.78,"shoemaker"
883,"Dahlberg, Miss. Gerda Ulrika","female",22.0,0,0,243.1,"wheelwright"
884,"Banfield, Mr. Frederick James","male",28.0,0,0,564.7,"hatter"
885,"Sutehall, Mr. Henry Jr","male",25.0,0,0,110.29,"blacksmith"
886,"Rice, Mrs. William (Margaret Norton)","female",39.0,0,5,58.51,"blacksmith"
887,"Montvila, Rev. Juozas","male",27.0,0,0,452.78,"silversmith"
889,"Johnston, Miss. Catherine Helen Carrie","female",,1,2,300.66,"blacksmith"
890,"Behr, Mr. Karl Howell","male",26.0,0,0,2628.22,"apothecary"
891,"Dooley, Mr. Patrick","male",32.0,0,0,200.0,"wheelwright"
892,"Kelly, Mr. James","male",34.5,0,0,186.57,"barber"
893,"Wilkes, Mrs. James (Ellen Needs)","female",47.0,1,0,366.84,"barber"
894,"Myles, Mr. Thomas Francis","male",62.0,0,0,1498.06,"shopkeeper"
895,"Wirz, Mr. Albert","male",27.0,0,0,298.59,"weaver"
896,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)","female",22.0,1,1,349.43,"weaver"
897,"Svensson, Mr. Johan Cervin","male",14.0,0,0,341.41,"blacksmith"
898,"Connolly, Miss. Kate","female",30.0,0,0,341.44,"blacksmith"
899,"Caldwell, Mr. Albert Francis","male",26.0,1,1,878.04,"cutler"
900,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)","female",18.0,0,0,200.48,"blacksmith"
901,"Davies, Mr. John Samuel","male",21.0,2,0,41.13,"blacksmith"
902,"Ilieff, Mr. Ylio","male",,0,0,179.78,"blacksmith"
903,"Jones, Mr. Charles Cresson","male",46.0,0,0,4047.87,"surgeon"
904,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)","female",23.0,1,0,2986.73,"music teacher"
905,"Howard, Mr. Benjamin","male",63.0,1,0,636.13,"coachmaker"
906,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)","female",47.0,1,0,3781.84,"goldsmith"
907,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)","female",24.0,1,0,1182.6,"bookbinder"
908,"Keane, Mr. Daniel","male",35.0,0,0,915.36,"cabinetmaker"
909,"Assaf, Mr. Gerios","male",21.0,0,0,174.76,"barber"
910,"Ilmakangas, Miss. Ida Livija","female",27.0,1,0,397.81,"shoemaker"
911,"Assaf Khalil, Mrs. Mariana (Miriam)","female",45.0,0,0,46.06,"barber"
912,"Rothschild, Mr. Martin","male",55.0,1,0,3739.84,"dentist"
913,"Olsen, Master. Artur Karl","male",9.0,0,1,170.71,"wheelwright"
915,"Williams, Mr. Richard Norris II","male",21.0,0,1,4698.78,"doctor"
916,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)","female",48.0,1,3,2734.46,"surgeon"
917,"Robins, Mr. Alexander A","male",50.0,1,0,222.81,"wheelwright"
918,"Ostby, Miss. Helene Ragnhild","female",22.0,0,1,4962.37,"hatter"
919,"Daher, Mr. Shedid","male",22.5,0,0,364.27,"shoemaker"
920,"Brady, Mr. John Bertram","male",41.0,0,0,3707.98,"goldsmith"
921,"Samaan, Mr. Elias","male",,2,0,18.99,"wheelwright"
922,"Louch, Mr. Charles Alexander","male",50.0,1,0,1740.75,"shopkeeper"
923,"Jefferys, Mr. Clifford Thomas","male",24.0,2,0,1710.24,"hatter"
924,"Dean, Mrs. Bertram (Eva Georgetta Light)","female",33.0,1,2,317.37,"blacksmith"
925,"Johnston, Mrs. Andrew G (Elizabeth Lily Watson)","female",,1,2,104.66,"blacksmith"
926,"Mock, Mr. Philipp Edmund","male",30.0,1,0,4262.04,"surgeon"
927,"Katavelas, Mr. Vassilios (Catavelas Vassilios)","male",18.5,0,0,235.25,"wheelwright"
928,"Roth, Miss. Sarah A","female",,0,0,258.48,"blacksmith"
929,"Cacic, Miss. Manda","female",21.0,0,0,368.25,"weaver"
930,"Sap, Mr. Julius","male",25.0,0,0,247.9,"wigmaker"
931,"Hee, Mr. Ling","male",,0,0,133.88,"blacksmith"
932,"Karun, Mr. Franz","male",39.0,0,1,187.52,"barber"
933,"Franklin, Mr. Thomas Parham","male",,0,0,2388.42,"apothecary"
934,"Goldsmith, Mr. Nathan","male",41.0,0,0,308.42,"wheelwright"
935,"Corbett, Mrs. Walter H (Irene Colvin)","female",30.0,0,0,1773.74,"cutler"
936,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)","female",45.0,1,0,2440.16,"farrier"
937,"Peltomaki, Mr. Nikolai Johannes","male",25.0,0,0,358.08,"blacksmith"
938,"Chevre, Mr. Paul Romaine","male",45.0,0,0,3861.66,"farrier"
939,"Shaughnessy, Mr. Patrick","male",,0,0,274.33,"blacksmith"
940,"Bucknell, Mrs. William Robert (Emma Eliza Ward)","female",60.0,0,0,4484.8,"pharmacist"
941,"Coutts, Mrs. William (Winnie Minnie Treanor)","female",36.0,0,2,229.71,"wheelwright"
942,"Smith, Mr. Lucien Philip","male",24.0,1,0,2172.74,"hatter"
943,"Pulbaum, Mr. Franz","male",27.0,0,0,1291.78,"cutler"
944,"Hocking, Miss. Ellen Nellie","female",20.0,2,1,1206.38,"coachmaker"
945,"Fortune, Miss. Ethel Flora","female",28.0,3,2,3785.84,"pharmacist"
946,"Mangiavacchi, Mr. Serafino Emilio","male",,0,0,611.99,"carpenter-joiner"
947,"Rice, Master. Albert","male",10.0,4,1,208.61,"barber"
948,"Cor, Mr. Bartol","male",35.0,0,0,45.42,"blacksmith"
949,"Abelseth, Mr. Olaus Jorgensen","male",25.0,0,0,156.98,"barber"
950,"Davison, Mr. Thomas Henry","male",,1,0,231.23,"wigmaker"
951,"Chaudanson, Miss. Victorine","female",36.0,0,0,3570.4,"pharmacist"
952,"Dika, Mr. Mirko","male",17.0,0,0,232.75,"weaver"
953,"McCrae, Mr. Arthur Gordon","male",32.0,0,0,938.01,"shopkeeper"
954,"Bjorklund, Mr. Ernst Herbert","male",18.0,0,0,316.95,"wheelwright"
955,"Bradley, Miss. Bridget Delia","female",22.0,0,0,153.96,"weaver"
957,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)","female",,0,0,1909.01,"coachmaker"
958,"Burns, Miss. Mary Delia","female",18.0,0,0,369.92,"weaver"
959,"Moore, Mr. Clarence Bloomfield","male",47.0,0,0,4919.55,"apothecary"
960,"Tucker, Mr. Gilbert Milligan Jr","male",31.0,0,0,3600.23,"apothecary"
961,"Fortune, Mrs. Mark (Mary McDougald)","female",60.0,1,4,4485.16,"hatter"
962,"Mulvihill, Miss. Bertha E","female",24.0,0,0,66.95,"wigmaker"
963,"Minkoff, Mr. Lazar","male",21.0,0,0,354.89,"wheelwright"
964,"Nieminen, Miss. Manta Josefina","female",29.0,0,0,55.88,"barber"
965,"Ovies y Rodriguez, Mr. Servando","male",28.5,0,0,2458.52,"farrier"
966,"Geiger, Miss. Amalie","female",35.0,0,0,4499.63,"hatter"
967,"Keeping, Mr. Edwin","male",32.5,0,0,3208.88,"dentist"
968,"Miles, Mr. Frank","male",,0,0,154.93,"wheelwright"
969,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)","female",55.0,2,0,2786.45,"apothecary"
970,"Aldworth, Mr. Charles Augustus","male",30.0,0,0,1667.79,"coachmaker"
971,"Doyle, Miss. Elizabeth","female",24.0,0,0,199.8,"weaver"
972,"Boulos, Master. Akar","male",6.0,1,1,146.93,"barber"
973,"Straus, Mr. Isidor","male",67.0,1,0,2642.98,"pharmacist"
974,"Case, Mr. Howard Brown","male",49.0,0,0,3384.6,"doctor"
975,"Demetri, Mr. Marinko","male",,0,0,23.51,"blacksmith"
976,"Lamb, Mr. John Joseph","male",,0,0,1517.72,"silversmith"
977,"Khalil, Mr. Betros","male",,1,0,334.5,"shoemaker"
978,"Barry, Miss. Julia","female",27.0,0,0,245.68,"weaver"
979,"Badman, Miss. Emily Louisa","female",18.0,0,0,86.72,"wheelwright"
980,"O'Donoghue, Ms. Bridget","female",,0,0,70.33,"shoemaker"
981,"Wells, Master. Ralph Lester","male",2.0,1,1,1903.89,"shopkeeper"
982,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)","female",22.0,1,0,180.49,"blacksmith"
983,"Pedersen, Mr. Olaf","male",,0,0,297.65,"shoemaker"
984,"Davidson, Mrs. Thornton (Orian Hays)","female",27.0,1,2,2206.14,"apothecary"
985,"Guest, Mr. Robert","male",,0,0,66.14,"weaver"
986,"Birnbaum, Mr. Jakob","male",25.0,0,0,4532.67,"dentist"
987,"Tenglin, Mr. Gunnar Isidor","male",25.0,0,0,70.46,"shoemaker"
988,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)","female",76.0,1,0,4432.97,"dentist"
989,"Makinen, Mr. Kalle Edvard","male",29.0,0,0,69.75,"blacksmith"
990,"Braf, Miss. Elin Ester Maria","female",20.0,0,0,216.38,"shoemaker"
991,"Nancarrow, Mr. William Henry","male",33.0,0,0,59.87,"barber"
992,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)","female",43.0,1,0,3299.68,"hatter"
993,"Weisz, Mr. Leopold","male",27.0,1,0,1059.09,"carpenter-joiner"
994,"Foley, Mr. William","male",,0,0,161.54,"blacksmith"
995,"Johansson Palmquist, Mr. Oskar Leander","male",26.0,0,0,145.55,"blacksmith"
996,"Thomas, Mrs. Alexander (Thamine Thelma)","female",16.0,1,1,150.52,"blacksmith"
997,"Holthen, Mr. Johan Martin","male",28.0,0,0,245.03,"blacksmith"
998,"Buckley, Mr. Daniel","male",21.0,0,0,286.19,"wigmaker"
999,"Ryan, Mr. Edward","male",,0,0,220.95,"wheelwright"
1000,"Willer, Mr. Aaron (Abi Weller)","male",,0,0,399.63,"wheelwright"
1001,"Swane, Mr. George","male",18.5,0,0,849.8,"breechesmaker"
1002,"Stanton, Mr. Samuel Ward","male",41.0,0,0,665.84,"bookbinder"
1003,"Shine, Miss. Ellen Natalia","female",,0,0,68.98,"shoemaker"
1004,"Evans, Miss. Edith Corse","female",36.0,0,0,3521.61,"surgeon"
1005,"Buckley, Miss. Katherine","female",18.5,0,0,150.16,"blacksmith"
1006,"Straus, Mrs. Isidor (Rosalie Ida Blun)","female",63.0,1,0,3076.53,"dentist"
1007,"Chronopoulos, Mr. Demetrios","male",18.0,1,0,273.55,"wigmaker"
1008,"Thomas, Mr. John","male",,0,0,288.74,"blacksmith"
1009,"Sandstrom, Miss. Beatrice Irene","female",1.0,1,1,85.91,"weaver"
1011,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)","female",29.0,1,0,900.07,"bookbinder"
1012,"Watt, Miss. Bertha J","female",12.0,0,0,1094.12,"hatter"
1013,"Kiernan, Mr. John","male",,1,0,306.03,"wheelwright"
1014,"Schabert, Mrs. Paul (Emma Mock)","female",35.0,1,0,4738.95,"surgeon"
1015,"Carver, Mr. Alfred John","male",28.0,0,0,124.44,"wigmaker"
1016,"Kennedy, Mr. John","male",,0,0,257.91,"blacksmith"
1017,"Cribb, Miss. Laura Alice","female",17.0,0,1,2.03,"blacksmith"
1018,"Brobeck, Mr. Karl Rudolf","male",22.0,0,0,380.77,"weaver"
1019,"McCoy, Miss. Alicia","female",,2,0,44.05,"wheelwright"
1020,"Bowenur, Mr. Solomon","male",42.0,0,0,1716.14,"cutler"
1021,"Petersen, Mr. Marius","male",24.0,0,0,50.94,"barber"
1022,"Spinner, Mr. Henry John","male",32.0,0,0,175.19,"wigmaker"
1023,"Gracie, Col. Archibald IV","male",53.0,0,0,4502.92,"farrier"
1024,"Lefebre, Mrs. Frank (Frances)","female",,0,4,369.99,"shoemaker"
1025,"Thomas, Mr. Charles P","male",,1,0,164.69,"shoemaker"
1026,"Dintcheff, Mr. Valtcho","male",43.0,0,0,323.95,"barber"
1027,"Carlsson, Mr. Carl Robert","male",24.0,0,0,156.69,"wigmaker"
1028,"Zakarian, Mr. Mapriededer","male",26.5,0,0,262.27,"weaver"
1029,"Schmidt, Mr. August","male",26.0,0,0,1359.52,"shopkeeper"
1031,"Goodwin, Mr. Charles Frederick","male",40.0,1,6,93.59,"barber"
1032,"Goodwin, Miss. Jessie Allis","female",10.0,5,2,281.74,"blacksmith"
1033,"Daniels, Miss. Sarah","female",33.0,0,0,2255.86,"hatter"
1034,"Ryerson, Mr. Arthur Larned","male",61.0,1,3,4209.3,"music teacher"
1035,"Beauchamp, Mr. Henry James","male",28.0,0,0,1780.5,"shopkeeper"
